County,State,B20004001,B20004002,B20004003,B20004004,B20004005,B20004006,B20004007,B20004008,B20004009,B20004010,B20004011,B20004012,B20004013,B20004014,B20004015,B20004016,B20004017,B20004018
Ellsworth,ks,29115,21250,26059,26932,41154,49375,35411,26691,30901,40483,48864,76667,22398,14338,20096,22113,33125,47159
Finney,ks,30712,25828,26306,31598,39975,48197,35668,30000,32077,36608,49545,48378,24826,20099,17922,25329,35500,47796
Ford,ks,29094,25788,26821,32286,44141,51964,33819,28138,29355,42569,58083,54853,25832,22012,25333,26548,37177,49158
Franklin,ks,31519,18045,27082,31580,41463,59291,38992,22813,36397,39826,45078,66898,24711,14464,18512,25556,39360,56106
Geary,ks,32714,16667,25918,34749,40662,61981,39177,31588,28936,41486,47500,73625,26306,15196,21431,27094,33696,52950
Gove,ks,26868,18750,26667,25938,35208,41250,36518,21625,33705,36750,48750,53438,19871,5938,16563,21250,24792,25000
Graham,ks,25938,16908,21852,22976,42202,45139,33393,31500,32500,31181,53000,54167,17397,15729,14274,16885,35938,41964
Grant,ks,33257,23839,30000,32305,44531,58239,42287,31853,35734,44211,65754,54063,18750,15893,15956,16188,38357,58553
Gray,ks,33101,32768,25711,29702,47604,50682,41250,36836,38824,39792,60461,84000,23169,7202,16573,23554,40481,36250
Greeley,ks,33800,26842,28958,31176,50223,47813,39904,27434,36250,41786,52375,58750,27740,NA,19750,27500,36563,42321
Greenwood,ks,28365,16833,27479,24327,31804,47557,32482,36458,32005,31798,46667,49688,19869,11528,20099,16516,29688,41364
Hamilton,ks,30172,30127,27278,26932,42500,60875,31972,31038,32917,25000,53646,67750,25472,7813,16875,27415,34107,53958
Harper,ks,27178,17356,26557,26490,41290,48750,32056,22904,31604,31250,57679,52656,20699,14205,17989,21811,34479,41667
Harvey,ks,32283,25532,27659,31123,40487,50515,40312,30353,34229,40822,48640,49470,24289,18362,18776,23571,35096,51167
Haskell,ks,31457,25179,28958,30380,48750,50192,37174,33143,35833,37344,62083,57500,23639,11500,22500,23403,44333,47083
Hodgeman,ks,32266,34904,31055,27005,38456,37143,38929,37656,34500,41094,44250,22434,23194,2499,21319,21000,31458,37321
Jackson,ks,33497,18603,29430,33148,42821,54321,41547,24231,37988,42289,46250,63063,27936,10221,20895,26549,41954,50833
Jefferson,ks,36803,26016,29167,37244,43388,61750,43187,28500,38300,43308,53405,81417,29864,25104,19216,30097,35929,56563
Jewell,ks,25969,10417,22135,25160,39722,47000,30304,11389,27054,30176,45139,53654,19978,6406,14792,19071,35156,45938
Johnson,ks,45137,23614,29428,36602,53520,70431,57043,26573,33909,44409,69115,91155,36291,17921,25296,29950,41623,53548
Kearny,ks,31570,25386,29504,35854,36063,48583,39205,25972,39479,42466,63036,49000,26250,23333,23553,29375,33850,46607
Kingman,ks,33229,18241,29912,32684,38009,46818,40087,19074,40625,41103,40762,60972,22439,15769,19600,18306,35208,43935
Kiowa,ks,30792,23750,26298,27056,34048,46000,33313,25625,33125,34063,43750,47656,25671,9643,14762,24185,33690,45875
Labette,ks,27538,22974,21946,26372,40884,45791,33213,30119,30586,31310,49853,47167,21680,11953,15978,21105,35640,45469
Lane,ks,32000,47813,26000,32132,48409,33750,42188,48625,31625,41354,51125,21875,25278,4306,17232,26316,34531,41250
Leavenworth,ks,36259,16636,26796,33834,49247,72780,43381,15344,28740,39868,62391,82404,31483,18953,25183,30588,40515,50893
Lincoln,ks,27635,18375,25411,28314,33194,47500,31829,25833,27000,32454,39688,50000,22206,9408,16293,20694,31774,47500
Linn,ks,32256,23214,28553,30703,39500,48571,40000,21250,35577,41643,61115,75871,26023,23478,21802,24688,35432,43419
Logan,ks,29258,11176,28259,23571,41042,41761,39174,10956,41574,37775,57667,101442,20298,35625,19406,18722,24464,40909
Lyon,ks,26695,20424,23285,27906,36169,40938,31565,25054,28782,32936,45417,42115,21842,15750,18646,22748,30458,40581
McPherson,ks,34059,25025,31244,32454,42787,41843,43781,32438,41806,44948,55519,43140,24100,11510,20264,25216,30618,37138
Marion,ks,29285,15669,26161,28329,33523,44653,36336,22188,30789,38846,44302,44183,22606,13250,19000,23513,27604,45265
Marshall,ks,27403,16719,27530,25244,38844,43068,34625,23015,34315,37727,39803,52212,20556,8897,18735,20495,37976,31500
Meade,ks,30183,26159,25339,23750,43385,53625,38125,30625,31397,39083,50938,60938,21875,15250,20577,16300,37083,50577
Miami,ks,38340,26736,30412,38125,47790,61532,44108,38494,35625,43490,51915,86685,31196,13307,23260,30386,43791,42865
Mitchell,ks,31374,7450,30182,27314,38816,35521,38665,7250,35579,39426,45590,61250,22500,7917,17113,22411,35508,31336
Montgomery,ks,28472,23830,26137,27306,38190,43361,34012,25135,30765,35664,46105,52813,22768,20766,20536,21462,31801,35958
Morris,ks,28116,25370,25944,27097,35451,46667,32175,30875,30646,31000,35521,63229,24567,4952,18780,21154,33750,44306
Morton,ks,30197,24375,31728,26964,37670,65000,32679,32333,36316,28125,43068,73750,21719,12404,23281,25227,11917,19750
Nemaha,ks,31388,26304,30195,30432,36360,49667,37363,30125,35640,37889,47969,54063,24573,12813,21146,25417,30227,49250
Neosho,ks,25453,13242,23646,26263,37500,53182,28515,13264,26681,31301,46133,70500,22648,13207,19054,22398,35394,46500
Ness,ks,28945,27031,26087,30000,31131,38750,42120,46607,34946,48313,35625,43864,20336,13750,17455,21780,23750,25313
Norton,ks,30821,30330,22308,29663,46490,47466,36228,30747,28750,37353,47010,47399,25208,4632,19777,23906,44107,52708
Osage,ks,32053,21546,29840,30963,40587,51935,36488,22429,32886,37625,45962,55547,29389,14779,26061,24888,36683,51029
Osborne,ks,24090,13472,21418,26450,32114,40781,31676,16587,27167,32831,41776,47813,16130,10526,15823,19722,21250,21000
Ottawa,ks,31491,16618,27722,31604,39500,47875,35685,16581,33008,42159,49671,47500,26696,20625,20398,25215,35579,53125
Pawnee,ks,29275,12188,20859,30158,42898,43060,32816,13125,21863,34015,48750,41696,25913,7019,19688,25347,26612,45179
Phillips,ks,28313,18750,21645,26723,35331,44028,34541,29423,26354,38750,41125,76154,20788,13519,16042,19135,33816,40208
Pottawatomie,ks,35851,27529,30992,31526,42232,59111,44151,28025,40522,41514,53438,75658,28140,17250,22939,25492,33828,51853
Pratt,ks,30486,21250,25181,30160,41864,50898,35040,30491,28651,42350,50583,44242,23219,13768,14613,21566,41006,60341
Rawlins,ks,25322,4792,22109,23487,35391,46667,33125,24375,26394,34489,47500,45417,17321,3594,12500,19242,16607,48438
Reno,ks,30192,23542,26593,28314,37236,49042,38244,30687,33134,39290,46767,61475,22886,13169,18629,22285,30765,44340
Republic,ks,28148,15250,24093,28226,38571,40250,34556,32083,26417,32917,49375,74464,22179,14063,19583,21425,30278,36042
Rice,ks,26675,13472,21229,28685,40380,42500,35408,16944,27222,43848,51875,49792,19886,9000,14004,22288,22429,40781
Riley,ks,34634,17964,28763,32437,37509,48469,38688,30559,31545,36791,41644,52522,30026,14104,23176,25823,30396,44463
Rooks,ks,28177,23750,25955,26650,34922,45000,36850,30250,35000,38036,42222,53295,20577,11563,17656,18859,30833,41071
Rush,ks,26875,17011,24868,26833,33333,44875,32197,12031,34688,30256,49375,46750,20714,17391,18375,22120,18750,43000
Russell,ks,29089,8155,27692,27500,37528,40573,34660,8690,33531,43472,38864,20000,19329,2499,14375,20906,31938,42772
Saline,ks,30649,21845,26305,30379,40214,48146,35334,30385,30836,35182,49081,62857,25648,18216,20060,24682,35255,43292
Scott,ks,35712,19844,26692,35439,42841,44836,42122,37955,28611,44097,51900,54219,24806,8690,24808,27477,21250,43158
Sedgwick,ks,34714,20060,27439,32769,44979,58262,42767,24457,34511,41515,57243,69545,27804,14609,21512,26908,36729,50877
Seward,ks,28249,25484,26887,30108,37882,45487,30941,27246,32575,35545,41597,43867,25179,21281,15750,28434,33782,46102
Shawnee,ks,32874,17118,26853,30679,43768,57354,39812,19912,31302,36723,54205,69438,29206,15697,23632,26699,36987,52032
Sheridan,ks,26675,14500,27120,26484,32321,41500,33110,26750,32155,32188,40208,89375,20769,11023,19917,22563,25625,39028
Sherman,ks,23931,17546,20097,26745,33167,48047,31204,30493,24477,31372,32442,49141,20679,4200,14268,23750,34063,41528
Smith,ks,26952,11406,26484,25638,36146,42167,31156,23125,31544,27297,50893,41750,23443,9091,17328,23266,33929,48750
Stafford,ks,30250,26477,26458,26661,36500,45625,37027,35870,32500,38185,47500,44545,21959,14219,18641,20962,31932,47500
Stanton,ks,31130,25987,29038,31444,32750,52083,35000,30179,39286,41250,31638,37344,25000,18125,12778,26071,35833,60000
Stevens,ks,32362,20909,25204,37669,53975,45050,40718,22441,35833,41563,58200,60667,24068,13125,15000,27563,42813,42813
Sumner,ks,31340,21579,26274,31273,40680,47837,41398,31797,34022,44063,55045,63021,22103,10000,18875,21338,33836,43990
Thomas,ks,32359,24375,28601,31117,33711,46743,41115,28571,35887,44519,47118,46324,26328,16000,15625,25129,29034,46875
Trego,ks,27071,24107,22586,26875,47600,40750,33816,19375,32686,35536,55625,92813,21411,24464,15950,19444,36250,40500
Wabaunsee,ks,32752,14167,29268,32192,37763,45347,41909,20625,42644,43155,44107,37656,26426,14028,20839,26802,35882,49375
Wallace,ks,31200,20125,30000,29702,34861,45694,37548,21750,35982,38452,42955,43500,21655,4531,18375,23523,28750,46528
Washington,ks,27071,12604,24747,26582,36983,44583,32060,17500,31509,30915,44018,40000,20338,5972,16786,18889,31034,44792
Wichita,ks,30619,26469,27188,31902,41944,47188,36319,30714,30637,43646,43750,42361,23393,25045,17137,20833,30625,47344
Wilson,ks,26531,25543,25731,23799,32212,40446,32469,31286,31732,31866,54018,38984,19524,13214,18636,19604,28724,41607
Woodson,ks,23644,9932,19167,24444,39318,46250,30030,9527,26250,32569,41250,63438,16886,21250,13375,16875,32344,44464
Wyandotte,ks,29304,19250,25344,32321,41700,49194,32139,21356,30149,40046,48685,49624,25654,15781,21448,28170,39158,48647
Adair,ky,25882,16649,21154,25774,35507,44583,25949,17601,22346,28194,33150,49152,25817,14263,19855,21709,36970,43804
Allen,ky,27286,17715,26988,27538,40000,42708,31356,21337,31250,27420,48542,44896,23907,11250,20676,27595,29375,40313
Anderson,ky,33671,21483,31209,31135,43125,48269,37191,25603,36573,35806,39022,72083,30466,15000,25332,27717,49567,40833
Ballard,ky,31875,20167,30625,32924,41875,52619,40093,21488,40745,40417,52188,69327,22310,11477,17023,25429,34375,47361
Barren,ky,26783,21599,23302,27738,42344,50920,30399,24192,28355,31841,54375,53488,23354,13669,20469,25252,29451,48729
Bath,ky,25570,12451,22431,29438,41065,42586,29950,21250,25958,46350,46674,22449,21164,2499,18269,19955,29244,45167
Bell,ky,25909,15950,23853,25699,36971,50850,28993,20021,28278,30116,41420,52121,21871,14350,16995,22213,33152,50394
Boone,ky,40562,19764,31453,37429,55061,59771,49129,25580,38785,46920,75401,79548,32072,15087,26965,31135,41956,50318
Bourbon,ky,30164,20431,28440,33895,45142,44883,35770,22670,33845,42308,67500,57794,24301,13684,21979,25383,41424,43398
Boyd,ky,28754,14002,22442,26876,51638,53648,34771,16272,25962,39722,61190,70278,24684,10821,19736,23028,33043,51136
Boyle,ky,27253,13698,22168,30020,39531,52903,32484,13992,26314,40013,46548,70273,21658,13162,18984,21490,29478,43684
Bracken,ky,31413,20274,30486,31184,38782,55139,33304,17179,33583,40653,37583,61369,30229,20804,24524,29449,39531,39000
Breathitt,ky,23079,18028,22018,23307,29097,53348,26349,17670,28219,29735,34167,46875,21468,18720,18329,21655,26950,54500
Breckinridge,ky,24184,17614,21693,26344,40469,46338,30383,20132,29888,38065,51442,55682,20970,13309,17597,22861,36544,45951
Bullitt,ky,34289,21904,29591,36892,44122,56531,40907,23388,36691,46978,54409,53893,28555,19700,22936,29688,37773,57371
Butler,ky,28399,22727,28125,27689,39194,52853,33878,26907,34966,31964,48000,53207,21085,10595,16958,25409,23750,49500
Caldwell,ky,26916,12727,25169,24198,37759,52821,34648,24125,27354,40240,41183,44946,22643,5881,16094,15864,31953,52853
Calloway,ky,30007,19295,25338,27744,33337,50097,33990,22158,30205,34567,42699,55078,24348,14058,18858,21946,26607,48952
Campbell,ky,37501,22053,32179,35252,53263,52661,42131,24661,38434,39815,63082,61857,33350,17106,26810,31289,43734,49556
Carlisle,ky,29503,21302,26934,26734,39904,61477,41778,21771,35382,53625,57938,76875,21888,12109,20577,22168,27083,41019
Carroll,ky,30670,13883,30297,35486,49375,59750,41596,14194,37095,50807,78875,80268,22374,13214,20523,25891,26667,53125
Carter,ky,27947,17522,26719,27068,34676,44242,36707,22361,34329,43365,41875,43221,20352,14688,17967,18514,31055,45000
Casey,ky,22150,17689,20479,25971,24567,46964,27014,20503,26157,31381,38088,58300,19538,11140,14407,23179,22639,44556
Christian,ky,28477,18407,25971,29677,37206,48942,33024,22266,28863,35487,49464,52118,22206,15244,19575,23144,27846,46556
Clark,ky,31874,14906,27055,37962,46046,54206,38856,22737,31803,50821,66643,88750,25597,9681,21319,25709,37780,47168
Clay,ky,24499,17826,21044,30068,31898,42750,27119,20847,26338,30236,31956,37308,21935,9072,18833,27917,31821,45288
Clinton,ky,21863,17127,20818,25453,23125,40573,22591,20678,21944,28750,52727,35625,20247,12266,17727,23205,12351,41198
Crittenden,ky,27200,11947,26167,26270,37950,42009,34081,27070,33163,29375,50625,79188,21166,10245,20226,22583,32232,40804
Cumberland,ky,22843,13929,21731,28056,29345,36205,30042,15139,26053,31299,44231,36875,19892,12298,19107,23958,28274,31250
Daviess,ky,31686,19633,27906,30709,42245,51732,41009,21714,37116,43331,56970,55597,24662,14810,20116,22424,34428,47587
Edmonson,ky,27253,22917,25981,28426,43583,52778,35992,26144,36333,37542,51400,62656,21178,9886,19891,20516,38984,44028
Elliott,ky,20293,12763,20821,21190,15217,31875,21910,18200,21920,23750,75119,26250,14222,8200,13694,19250,7167,42143
Estill,ky,26290,18772,24126,29767,41436,49141,28398,19714,27875,33886,38636,67019,22213,17300,18421,27601,41755,46971
Fayette,ky,34341,15711,25831,30908,44733,57205,40351,17851,27693,36504,54187,71912,30457,12365,23513,27216,38307,49254
Fleming,ky,26655,19036,23642,31022,31681,51648,29089,22372,26788,35859,40375,62105,24784,8792,16231,30143,29149,44292
Floyd,ky,26494,16676,25440,25379,37083,51493,38553,24785,39231,39814,46222,50882,19277,11290,17934,17715,34362,51602
Franklin,ky,32892,20934,25888,31576,45720,46183,38002,24409,31900,38668,57531,49286,27043,13365,20236,26210,38564,45069
Fulton,ky,26936,20673,26948,28906,32222,37452,33551,26842,37006,37935,34615,37500,20754,8688,14808,21181,24821,37417
Gallatin,ky,30276,21894,28466,32679,43125,16912,33427,24955,29417,38804,58631,NA,27839,15469,24750,29226,41792,16618
Garrard,ky,29580,20445,25564,31486,37000,53385,32120,21455,31650,33750,51591,50469,25939,10000,18181,30707,32951,55500
Grant,ky,30642,22227,27331,31929,42512,52644,34886,27639,31962,40033,52885,71364,24811,14727,21972,22061,38799,48854
Graves,ky,28627,19706,23605,29318,44611,52132,35130,22364,30076,39832,55000,53393,22327,12117,16600,25243,39332,51985
Grayson,ky,25835,20557,23832,28696,34803,47469,33063,25694,31554,37225,38194,75645,19174,14732,17367,21644,30357,39679
Green,ky,23150,14639,21418,25902,40000,51786,27500,20484,26387,30213,66167,61513,19207,10066,17976,22161,36250,45809
Greenup,ky,31169,16773,26097,30605,44288,47973,38705,22108,35051,40774,58519,53750,25790,10822,18784,25649,40526,41480
Hancock,ky,32218,26875,26536,33750,52463,45156,45938,30875,41692,47010,60438,120385,25456,16750,21606,26471,43906,44091
Hardin,ky,32158,18964,25100,33581,46409,60162,39844,24489,30094,41942,52144,80483,25252,15260,20317,24779,39105,49298
Harlan,ky,29185,21010,23853,30609,36250,55125,34313,30198,31481,37244,36875,66063,20761,8190,14050,22309,35595,51048
Harrison,ky,28114,18042,24250,29060,36486,59917,38263,26538,35066,38654,48883,69647,21673,10804,18134,25965,30086,56080
Hart,ky,22815,18932,22082,26622,34732,47500,27058,21604,25642,31759,32361,43690,20868,13883,19525,21984,34821,49219
Henderson,ky,31231,18136,27314,31739,41802,50990,38884,21599,35206,44157,53295,65795,25479,12301,20869,26121,36151,44410
Henry,ky,30010,15582,26557,38125,33561,55750,35592,24297,32054,44893,36481,63450,24654,7670,22760,30272,25000,45000
Hickman,ky,27331,16477,30216,21710,35556,51076,34632,13750,35764,32434,53373,50625,21139,20385,15938,15738,26829,51786
Hopkins,ky,28798,15654,26778,28319,38449,46572,38591,20511,36763,41241,45903,58542,22110,11692,18336,23517,34210,44139
Jackson,ky,26671,15780,22198,30625,36667,50559,31079,16267,31565,37833,43750,51118,22028,14896,18685,29909,35208,36534
Jefferson,ky,33273,18350,25731,31716,44616,58274,38565,21350,29015,37054,54223,67528,29919,14986,22647,28175,38343,50775
Jessamine,ky,30950,18333,26205,30883,44187,53305,36505,21190,28565,41747,55823,73243,26743,14146,22725,24522,36429,41157
Johnson,ky,28149,18427,24343,31601,53611,56883,35487,20707,30000,42596,68281,67500,22937,17182,18216,26549,35938,54583
Kenton,ky,36691,19092,30135,34827,46061,57467,42270,22663,34777,42127,53495,73736,31449,15067,25266,29663,40973,51165
Knott,ky,31141,23250,27518,31550,40481,40921,34281,24313,34235,46801,43594,36750,27465,18654,20777,26290,40256,46500
Knox,ky,23637,12157,21031,24579,38930,59375,27646,13523,22255,30738,45781,82962,20811,10930,19590,19036,36094,54196
Larue,ky,26688,18225,24391,31053,30000,50815,30116,16094,27850,46875,30718,65234,23485,22083,21213,22324,29196,42863
Laurel,ky,28512,16953,25139,30133,40854,54184,33930,17629,31505,41584,48300,74464,24253,16078,19867,25428,37210,50079
Lawrence,ky,27956,17574,28076,23839,28618,53347,36201,21321,34728,33259,45125,64896,19380,9806,15954,19080,24716,49479
Lee,ky,21728,18456,22949,22083,41944,54514,24428,20495,30541,16761,65833,57115,15941,10924,15017,23804,40833,44028
Leslie,ky,32797,30172,37056,24665,34875,56063,41563,38523,45343,38000,28750,61076,25154,14554,20524,19587,50294,52401
Letcher,ky,31049,21812,26803,28427,36909,60085,42962,32852,42018,47137,40938,68700,22798,9355,20659,23467,36203,55027
Lewis,ky,23723,15446,21908,22885,31754,53620,25900,16765,23194,25893,31893,68092,21888,14079,20464,20613,31250,53000
Lincoln,ky,25909,21949,25951,25109,36889,49940,29977,22218,32776,27889,44063,44539,21171,21723,16445,22447,36285,51250
Livingston,ky,26222,23516,23388,35500,21827,48542,31164,23854,27138,45559,61250,47569,23654,16389,16230,26344,21250,55078
Logan,ky,27428,20281,25048,30309,38409,49861,34372,24311,30073,43275,53785,52625,19250,9870,17985,19562,35000,48264
Lyon,ky,25157,14167,21341,27250,31161,46979,30885,15809,24458,31727,51932,53750,21317,5625,15368,23487,29234,34615
McCracken,ky,31074,19131,24972,28443,46047,58811,43035,22762,30927,43376,63172,78561,23007,13759,16646,22297,33896,51817
McCreary,ky,21962,19058,17441,21556,28864,40938,24509,20250,24213,22154,27414,34800,18929,16283,14815,20507,28977,41563
McLean,ky,30773,22097,29452,30257,32069,46105,40765,28036,41250,38438,43516,46250,22876,15313,21101,25202,17217,46019
